04-21-2025 15:13:43 RAM 1557/6855MB (lfb 13x2MB) SWAP 231/3427MB (cached 3MB) CPU [33%@1420,25%@1420,66%@1420,58%@1420,25%@1420,100%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42.5C thermal@40.95C AO@40C GPU@40.5C PMIC@50C VDD_IN 7331mW/7331mW VDD_CPU_GPU_CV 2371mW/2371mW VDD_SOC 1469mW/1469mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1415,100%@1419,9%@1419,0%@1420,9%@1419,66%@1417] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.65C AO@39.5C GPU@40.5C PMIC@50C VDD_IN 6175mW/6318mW VDD_CPU_GPU_CV 1594mW/1722mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1419,100%@1418,15%@1419,0%@1420,7%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6257mW/6318mW VDD_CPU_GPU_CV 1594mW/1721mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1421,100%@1420,9%@1419,10%@1419,9%@1419,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6266mW/6318mW VDD_CPU_GPU_CV 1635mW/1721mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1421,9%@1421,23%@1420,0%@1422,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6225mW/6317mW VDD_CPU_GPU_CV 1594mW/1721mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1418,100%@1420,28%@1420,25%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6225mW/6317mW VDD_CPU_GPU_CV 1635mW/1721mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,100%@1420,9%@1420,16%@1420,0%@1411,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6216mW/6317mW VDD_CPU_GPU_CV 1594mW/1720mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1420,100%@1420,9%@1419,9%@1423,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6317mW VDD_CPU_GPU_CV 1635mW/1720mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,9%@1418,16%@1419,0%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6316mW VDD_CPU_GPU_CV 1594mW/1720mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:44 RAM 1870/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1418,9%@1420,0%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6316mW VDD_CPU_GPU_CV 1594mW/1720mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,100%@1420,10%@1420,9%@1420,0%@1420,0%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6316mW VDD_CPU_GPU_CV 1594mW/1720mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,16%@1420,16%@1420,0%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6216mW/6316mW VDD_CPU_GPU_CV 1635mW/1719mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,100%@1420,18%@1419,0%@1420,9%@1420,0%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6315mW VDD_CPU_GPU_CV 1635mW/1719mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,8%@1420,16%@1420,0%@1419,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6315mW VDD_CPU_GPU_CV 1635mW/1719mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [22%@1419,100%@1420,16%@1420,9%@1420,0%@1420,0%@1417] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6315mW VDD_CPU_GPU_CV 1635mW/1719mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1420,9%@1420,9%@1419,0%@1418,15%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6314mW VDD_CPU_GPU_CV 1594mW/1719mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,100%@1420,0%@1420,15%@1419,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6314mW VDD_CPU_GPU_CV 1594mW/1718mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1419,8%@1419,0%@1419,0%@1419,23%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6314mW VDD_CPU_GPU_CV 1594mW/1718mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:45 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,100%@1420,8%@1418,8%@1420,16%@1419,9%@1415] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6093mW/6313mW VDD_CPU_GPU_CV 1594mW/1718mW VDD_SOC 1347mW/1376mW
04-21-2025 15:14:46 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1419,8%@1420,16%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6313mW VDD_CPU_GPU_CV 1594mW/1718mW VDD_SOC 1347mW/1375mW
04-21-2025 15:14:46 RAM 1872/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,100%@1420,16%@1419,0%@1420,0%@1419,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6313mW VDD_CPU_GPU_CV 1635mW/1718mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [27%@1419,100%@1420,10%@1419,9%@1419,16%@1419,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6313mW VDD_CPU_GPU_CV 1635mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1419,100%@1420,8%@1420,8%@1420,0%@1419,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6312mW VDD_CPU_GPU_CV 1635mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1420,9%@1420,9%@1420,0%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6144mW/6312mW VDD_CPU_GPU_CV 1635mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1871/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1418,100%@1420,0%@1420,0%@1420,16%@1420,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6184mW/6312mW VDD_CPU_GPU_CV 1635mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1872/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1419,8%@1419,8%@1418,8%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6312mW VDD_CPU_GPU_CV 1635mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1872/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1419,100%@1419,0%@1419,15%@1419,9%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6311mW VDD_CPU_GPU_CV 1594mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:46 RAM 1872/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,0%@1420,0%@1420,0%@1419,8%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6311mW VDD_CPU_GPU_CV 1594mW/1716mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1872/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1419,100%@1419,15%@1420,9%@1411,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6311mW VDD_CPU_GPU_CV 1594mW/1716mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1872/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1420,9%@1419,8%@1419,0%@1420,7%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6310mW VDD_CPU_GPU_CV 1594mW/1716mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,38%@1420,40%@1420,57%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6389mW/6310mW VDD_CPU_GPU_CV 1799mW/1716mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [38%@1420,100%@1419,23%@1420,30%@1422,80%@1420,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6594mW/6311mW VDD_CPU_GPU_CV 2003mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1420,27%@1420,83%@1420,30%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6676mW/6312mW VDD_CPU_GPU_CV 2044mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1422,100%@1420,9%@1420,16%@1420,9%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6584mW/6312mW VDD_CPU_GPU_CV 1963mW/1718mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:47 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,75%@1420,18%@1421,0%@1420,18%@1420,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6420mW/6312mW VDD_CPU_GPU_CV 1840mW/1718mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:48 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [6%@1419,46%@1420,9%@1415,3%@1416,36%@1416,9%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6052mW/6312mW VDD_CPU_GPU_CV 1513mW/1718mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:48 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [28%@1420,100%@1420,7%@1418,8%@1420,7%@1420,7%@1418] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.6C AO@39.5C GPU@40C PMIC@50C VDD_IN 6175mW/6312mW VDD_CPU_GPU_CV 1554mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:48 RAM 1874/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1418,100%@1420,9%@1420,8%@1419,8%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6216mW/6311mW VDD_CPU_GPU_CV 1594mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:48 RAM 1875/6855MB (lfb 35x1MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,100%@1419,9%@1420,18%@1420,0%@1420,15%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6257mW/6311mW VDD_CPU_GPU_CV 1635mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:48 RAM 1875/6855MB (lfb 35x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1418,100%@1420,15%@1419,8%@1419,0%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6257mW/6311mW VDD_CPU_GPU_CV 1594mW/1717mW VDD_SOC 1388mW/1376mW
04-21-2025 15:14:48 RAM 1874/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,0%@1420,9%@1420,8%@1419,8%@1421] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6297mW/6311mW VDD_CPU_GPU_CV 1594mW/1716mW VDD_SOC 1429mW/1376mW
04-21-2025 15:14:48 RAM 1875/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [10%@1419,100%@1420,0%@1420,15%@1420,15%@1419,0%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6338mW/6311mW VDD_CPU_GPU_CV 1635mW/1716mW VDD_SOC 1429mW/1376mW
04-21-2025 15:14:48 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1420,0%@1420,0%@1420,8%@1413,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6420mW/6311mW VDD_CPU_GPU_CV 1676mW/1716mW VDD_SOC 1429mW/1376mW
04-21-2025 15:14:49 RAM 1873/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1417,0%@1421,16%@1417,15%@1420,8%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6389mW/6312mW VDD_CPU_GPU_CV 1635mW/1716mW VDD_SOC 1429mW/1376mW
04-21-2025 15:14:49 RAM 1845/6855MB (lfb 35x1MB) SWAP 231/3427MB (cached 3MB) CPU [9%@1420,100%@1421,8%@1420,16%@1420,8%@1420,8%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6553mW/6312mW VDD_CPU_GPU_CV 1758mW/1716mW VDD_SOC 1429mW/1376mW
04-21-2025 15:14:49 RAM 1845/6855MB (lfb 36x1MB) SWAP 231/3427MB (cached 3MB) CPU [30%@1418,100%@1420,10%@1420,0%@1420,7%@1421,15%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.8C AO@39.5C GPU@40C PMIC@50C VDD_IN 6553mW/6312mW VDD_CPU_GPU_CV 1758mW/1716mW VDD_SOC 1429mW/1376mW
04-21-2025 15:14:49 RAM 1844/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1415,100%@1420,8%@1419,16%@1420,0%@1419,7%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6635mW/6313mW VDD_CPU_GPU_CV 1840mW/1716mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:49 RAM 1844/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [23%@1420,100%@1420,9%@1420,0%@1420,0%@1420,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6553mW/6313mW VDD_CPU_GPU_CV 1799mW/1717mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:49 RAM 1843/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [28%@1420,100%@1420,8%@1420,0%@1420,0%@1418,0%@1419] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6502mW/6314mW VDD_CPU_GPU_CV 1758mW/1717mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:49 RAM 1843/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1418,100%@1419,7%@1419,16%@1418,0%@1419,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6543mW/6314mW VDD_CPU_GPU_CV 1799mW/1717mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:49 RAM 1843/6855MB (lfb 37x1MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,100%@1419,0%@1420,8%@1420,0%@1420,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6502mW/6315mW VDD_CPU_GPU_CV 1758mW/1717mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:50 RAM 1730/6855MB (lfb 5x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1420,100%@1419,8%@1420,16%@1420,0%@1420,0%@1419] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6512mW/6315mW VDD_CPU_GPU_CV 1758mW/1717mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:50 RAM 1543/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [25%@1420,72%@1421,16%@1422,9%@1422,0%@1421,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@42C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6379mW/6315mW VDD_CPU_GPU_CV 1717mW/1717mW VDD_SOC 1429mW/1377mW
04-21-2025 15:14:50 RAM 1542/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [18%@1418,0%@1421,9%@1420,18%@1420,0%@1420,0%@1420] EMC_FREQ 1%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40C CPU@41.5C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 6134mW/6315mW VDD_CPU_GPU_CV 1513mW/1717mW VDD_SOC 1388mW/1377mW
04-21-2025 15:14:50 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1421,9%@1420,9%@1421,16%@1420,0%@1419,9%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 5970mW/6314mW VDD_CPU_GPU_CV 1349mW/1716mW VDD_SOC 1388mW/1377mW
04-21-2025 15:14:50 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1421,8%@1420,16%@1421,9%@1420,0%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.45C AO@39.5C GPU@40C PMIC@50C VDD_IN 5848mW/6313mW VDD_CPU_GPU_CV 1226mW/1715mW VDD_SOC 1388mW/1377mW
04-21-2025 15:14:50 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [20%@1424,0%@1420,16%@1420,0%@1420,0%@1420,8%@1419] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5725mW/6312mW VDD_CPU_GPU_CV 1185mW/1714mW VDD_SOC 1347mW/1377mW
04-21-2025 15:14:50 RAM 1541/6855MB (lfb 12x2MB) SWAP 231/3427MB (cached 3MB) CPU [16%@1420,9%@1413,0%@1420,9%@1420,9%@1420,0%@1420] EMC_FREQ 0%@1866 GR3D_FREQ 0%@1109 VIC_FREQ 115 APE 150 AUX@40.5C CPU@41.5C thermal@40.65C AO@39.5C GPU@40C PMIC@50C VDD_IN 5643mW/6311mW VDD_CPU_GPU_CV 1104mW/1713mW VDD_SOC 1347mW/1377mW
